"Năm thi","Mã trường","Tên trường","Mã xét tuyển","Chương trình đào tạo","Chỉ tiêu","Khối xét tuyển","Điểm chuẩn"
"2023","BKA","Đại học Bách Khoa Hà Nội","IT-E15","An toàn không gian số - Cyber security (CT tiên tiến)","40","A00; A01","28.05"
"2023","BKA","Đại học Bách Khoa Hà Nội","IT-E6","Công nghệ Thông tin Việt – Nhật (tăng cường tiếng Nhật)","240","A00; A01; D28","27.64"
"2023","BKA","Đại học Bách Khoa Hà Nội","IT-E7","Công nghệ Thông tin Global ICT (CT tiên tiến)","100","A00; A01","28.16"
"2023","BKA","Đại học Bách Khoa Hà Nội","IT-EP","Công nghệ Thông tin Việt-Pháp (tăng cường tiếng Pháp)","40","A00; A01; D29","27.32"
"2023","BKA","Đại học Bách Khoa Hà Nội","ME1","Kỹ thuật Cơ điện tử","300","A00; A01","26.75"
"2023","BKA","Đại học Bách Khoa Hà Nội","ME2","Kỹ thuật Cơ khí","500","A00; A01","24.96"
"2023","BKA","Đại học Bách Khoa Hà Nội","ME-E1","Kỹ thuật Cơ điện tử (CT tiên tiến)","120","A00; A01","25.47"
"2023","BKA","Đại học Bách Khoa Hà Nội","ME-GU","Cơ khí Chế tạo máy – hợp tác với trường ĐH Griffith (Australia)","40","A00; A01","23.32"
"2023","BKA","Đại học Bách Khoa Hà Nội","ME-LUH","Cơ điện tử - hợp tác với ĐH Leibniz Hannover (CHLB Đức)","40","A00; A01; D26","24.02"
"2023","BKA","Đại học Bách Khoa Hà Nội","ME-NUT","Cơ điện tử - hợp tác với ĐHCN Nagaoka (Nhật Bản)","90","A00; A01; D28","23.85"
"2023","BKA","Đại học Bách Khoa Hà Nội","MI1","Toán-Tin","120","A00; A01","27.21"
"2023","BKA","Đại học Bách Khoa Hà Nội","MI2","Hệ thống Thông tin quản lý","60","A00; A01","27.06"
"2023","BKA","Đại học Bách Khoa Hà Nội","MS1","Kỹ thuật Vật liệu","260","A00; A01; D07","23.25"
"2023","BKA","Đại học Bách Khoa Hà Nội","MS2","Kỹ thuật Vi điện tử và Công nghệ nano","40","A00; A01; D07","26.18"
"2023","BKA","Đại học Bách Khoa Hà Nội","MS3","Công nghệ vật liệu Polyme và Compozit","40","A00; A01; D07","23.7"
"2023","BKA","Đại học Bách Khoa Hà Nội","MS-E3","Khoa học và Kỹ thuật Vật liệu (CT tiên tiến)","50","A00; A01; D07","21.5"
"2023","BKA","Đại học Bách Khoa Hà Nội","PH1","Vật lý Kỹ thuật","150","A00; A01","24.28"
"2023","BKA","Đại học Bách Khoa Hà Nội","PH2","Kỹ thuật Hạt nhân","30","A00; A01; A02","22.31"
"2023","BKA","Đại học Bách Khoa Hà Nội","PH3","Vật lý Y khoa","40","A00; A01; A02","24.02"
"2023","BKA","Đại học Bách Khoa Hà Nội","TE1","Kỹ thuật Ô tô","200","A00; A01","26.48"
"2023","BKA","Đại học Bách Khoa Hà Nội","TE2","Kỹ thuật Cơ khí động lực","90","A00; A01","25.31"
"2023","BKA","Đại học Bách Khoa Hà Nội","TE3","Kỹ thuật Hàng không","50","A00; A01","25.5"
"2023","BKA","Đại học Bách Khoa Hà Nội","TE-E2","Kỹ thuật Ô tô (CT tiên tiến)","80","A00; A01","25"
"2023","BKA","Đại học Bách Khoa Hà Nội","TE-EP","Cơ khí hàng không (Chương trình Việt - Pháp PFIEV)","35","A00; A01; D29","23.7"
"2023","BKA","Đại học Bách Khoa Hà Nội","TROY-BA","Quản trị Kinh doanh - ĐH Troy (Hoa Kỳ)","80","A00; A01; D01","23.7"
"2023","BKA","Đại học Bách Khoa Hà Nội","TROY-IT","Khoa học Máy tính - ĐH Troy (Hoa Kỳ)","80","A00; A01; D01","24.96"
"2023","BKA","Đại học Bách Khoa Hà Nội","TX1","Công nghệ Dệt May","220","A00; A01; D07","21.4"
"2024","BKA","Đại học Bách Khoa Hà Nội","BF1","Kỹ thuật Sinh học","64","A00; B00; D07","24"
"2024","BKA","Đại học Bách Khoa Hà Nội","BF2","Kỹ thuật Thực phẩm","216","A00; B00; D07","24.54"
"2024","BKA","Đại học Bách Khoa Hà Nội","BF-E12","Kỹ thuật Thực phẩm (CT tiên tiến)","26","A00; B00; D07","22"
"2024","BKA","Đại học Bách Khoa Hà Nội","BF-E19","Kỹ thuật sinh học (CT tiên tiến)","26","A00; B00; D07","22"
"2024","BKA","Đại học Bách Khoa Hà Nội","CH1","Kỹ thuật Hoá học","442","A00; B00; D07","24.38"
"2024","BKA","Đại học Bách Khoa Hà Nội","CH2","Hoá học","104","A00; B00; D07","23.81"
"2024","BKA","Đại học Bách Khoa Hà Nội","CH-E11","Kỹ thuật Hóa dược (CT tiên tiến)","32","A00; B00; D07","24.34"
"2024","BKA","Đại học Bách Khoa Hà Nội","ED2","Công nghệ giáo dục","60","A00; A01; D01","25.3"
"2024","BKA","Đại học Bách Khoa Hà Nội","ED3","Quản lý giáo dục","30","A00; A01; D01","24.78"
"2024","BKA","Đại học Bách Khoa Hà Nội","EE1","Kỹ thuật Điện","120","A00; A01","26.81"
"2024","BKA","Đại học Bách Khoa Hà Nội","EE2","Kỹ thuật Điều khiển - Tự động hoá","50","A00; A01","28.16"
"2024","BKA","Đại học Bách Khoa Hà Nội","ΕΕ-Ε18","Hệ thống điện và năng lượng tái tạo (CT tiên tiến)","17","A00; A01","25.8"
"2024","BKA","Đại học Bách Khoa Hà Nội","EE-E8","Kỹ thuật Điều khiển - Tự động hoá (CT tiên tiến)","24","A00; A01","27.54"
"2024","BKA","Đại học Bách Khoa Hà Nội","EE-EP","Tin học công nghiệp và Tự động hóa (CT Việt - Pháp PFIEV)","18","A00; A01; D29","26.22"
"2024","BKA","Đại học Bách Khoa Hà Nội","EM1","Quản lý năng lượng","36","A00; A01; D01","25.4"
"2024","BKA","Đại học Bách Khoa Hà Nội","EM2","Quản lý công nghiệp","48","A00; A01; D01","25.6"
"2024","BKA","Đại học Bách Khoa Hà Nội","EM3","Quản trị kinh doanh","72","A00; A01; D01","25.77"
"2024","BKA","Đại học Bách Khoa Hà Nội","EM4","Kế toán","48","A00; A01; D01","25.8"
"2024","BKA","Đại học Bách Khoa Hà Nội","EM5","Tài chính - Ngân hàng","48","A00; A01; D01","25.91"
"2024","BKA","Đại học Bách Khoa Hà Nội","EM-E13","Phân tích kinh doanh (CT tiên tiến)","66","A01; D01; D07","25.5"
"2024","BKA","Đại học Bách Khoa Hà Nội","EM-E14","Logistics và Quản lý chuỗi cung ứng (CT tiên tiến)","66","A01; D01; D07","26.06"
"2024","BKA","Đại học Bách Khoa Hà Nội","ET1","Kỹ thuật Điện tử - Viễn thông","120","A00; A01","27.41"
"2024","BKA","Đại học Bách Khoa Hà Nội","ET2","Kỹ thuật Y sinh","30","A00; A01; B00","25.8"
"2024","BKA","Đại học Bách Khoa Hà Nội","ET-E16","Truyền thông số và Kỹ thuật đa phương tiện (CT tiên tiến)","18","A00; A01","26.61"
"2024","BKA","Đại học Bách Khoa Hà Nội","ET-E4","Kỹ thuật Điện tử - Viễn thông (CT tiên tiến)","24","A00; A01","27.03"
"2024","BKA","Đại học Bách Khoa Hà Nội","ET-E5","Kỹ thuật Y sinh (CT tiên tiến)","16","A00; A01","25.08"
"2024","BKA","Đại học Bách Khoa Hà Nội","ET-E9","Hệ thống nhúng thông minh và loT (CT tiên tiến)","12","A00; A01; D28","27.21"
"2024","BKA","Đại học Bách Khoa Hà Nội","ET-LUH","Điện tử - Viễn thông - hợp tác với ĐH Leibniz Hannover (Đức)","22","A00; A01; D26","25.65"
"2024","BKA","Đại học Bách Khoa Hà Nội","EV1","Kỹ thuật Môi trường","120","A00; B00; D07","22.1"
"2024","BKA","Đại học Bách Khoa Hà Nội","EV2","Quản lý Tài nguyên và Môi trường","90","A00; B00; D07","21.78"
"2024","BKA","Đại học Bách Khoa Hà Nội","FL1","Tiếng Anh KHKT và Công nghệ","157","D01","25"
"2024","BKA","Đại học Bách Khoa Hà Nội","FL2","Tiếng Anh chuyên nghiệp quốc tế","67","D01","23.81"
"2024","BKA","Đại học Bách Khoa Hà Nội","HE1","Kỹ thuật Nhiệt","187","A00; A01","25.2"
"2024","BKA","Đại học Bách Khoa Hà Nội","IT1","CNTT: Khoa học Máy tính","15","A00; A01","28.53"
"2024","BKA","Đại học Bách Khoa Hà Nội","IT2","CNTT: Kỹ thuật Máy tính","20","A00; A01","28.48"
"2024","BKA","Đại học Bách Khoa Hà Nội","IT-E10","Khoa học dữ liệu và Trí tuệ nhân tạo (CT tiên tiến)","5","A00; A01","28.22"
"2024","BKA","Đại học Bách Khoa Hà Nội","IT-E15","An toàn không gian số - Cyber Security (CT Tiên tiến)","4","A00; A01","27.9"
"2024","BKA","Đại học Bách Khoa Hà Nội","IT-E6","Công nghệ thông tin (Việt - Nhật)","36","A00; A01; D28","27.35"
"2024","BKA","Đại học Bách Khoa Hà Nội","IT-E7","Công nghệ thông tin (Global ICT)","15","A00; A01","28.01"
"2024","BKA","Đại học Bách Khoa Hà Nội","IT-EP","Công nghệ thông tin (Việt - Pháp)","6","A00; A01; D29","27.35"
"2024","BKA","Đại học Bách Khoa Hà Nội","ME1","Kỹ thuật Cơ điện tử","60","A00; A01","27.49"
"2024","BKA","Đại học Bách Khoa Hà Nội","ME2","Kỹ thuật Cơ khí","336","A00; A01","25.8"
"2024","BKA","Đại học Bách Khoa Hà Nội","ME-E1","Kỹ thuật Cơ điện tử (CT tiên tiến)","60","A00; A01","26.38"
"2024","BKA","Đại học Bách Khoa Hà Nội","ME-GU","Cơ khí - Chế tạo máy - hợp tác với ĐH Griffith (Úc)","26","A00; A01","24.89"
"2024","BKA","Đại học Bách Khoa Hà Nội","ME-LUH","Cơ điện tử - hợp tác với ĐH Leibniz Hannover (Đức)","32","A00; A01; D26","25.24"
"2024","BKA","Đại học Bách Khoa Hà Nội","ME-NUT","Cơ điện tử - hợp tác với ĐH Công nghệ Nagaoka (Nhật Bản)","65","A00; A01; D28","25.11"
"2024","BKA","Đại học Bách Khoa Hà Nội","MI1","Toán - Tin","32","A00; A01","27.35"
"2024","BKA","Đại học Bách Khoa Hà Nội","M 12","Hệ thống thông tin quản lý","16","A00; A01","27.34"
"2024","BKA","Đại học Bách Khoa Hà Nội","MS1","Kỹ thuật Vật liệu","182","A00; A01; D07","24.9"
"2024","BKA","Đại học Bách Khoa Hà Nội","MS2","Kỹ thuật Vi điện tử và Công nghệ nano","28","A00; A01; D07","27.64"
"2024","BKA","Đại học Bách Khoa Hà Nội","MS3","Công nghệ vật liệu Polyme và Compozit","44","A00; A01; D07","25"
"2024","BKA","Đại học Bách Khoa Hà Nội","MS5","Kỹ thuật in","39","A00; A01; D07","24"
"2024","BKA","Đại học Bách Khoa Hà Nội","MS-E3","Khoa học và kỹ thuật vật liệu (CT tiên tiến)","32","A00; A01; D07","24"
"2024","BKA","Đại học Bách Khoa Hà Nội","PH1","Vật lý kỹ thuật","130","A00; A01","25.87"
"2024","BKA","Đại học Bách Khoa Hà Nội","PH2","Kỹ thuật hạt nhân","26","A00; A01; A02","24.64"
"2024","BKA","Đại học Bách Khoa Hà Nội","PH3","Vật lý Y khoa","39","A00; A01; A02","25.31"
"2024","BKA","Đại học Bách Khoa Hà Nội","TE1","Kỹ thuật Ô tô","100","A00; A01","26.99"
"2024","BKA","Đại học Bách Khoa Hà Nội","TE2","Kỹ thuật Cơ khí động lực","78","A00; A01","26.12"
"2024","BKA","Đại học Bách Khoa Hà Nội","TE3","Kỹ thuật Hàng không","36","A00; A01","26.22"
"2024","BKA","Đại học Bách Khoa Hà Nội","TE-E2","Kỹ thuật Ô tô (CT tiên tiến)","52","A00; A01","25.9"
"2024","BKA","Đại học Bách Khoa Hà Nội","TE-EP","Cơ khí hàng không (CT Việt - Pháp PFIEV)","26","A00; A01; D29","24.86"
"2024","BKA","Đại học Bách Khoa Hà Nội","TROY-BA","Quản trị kinh doanh - hợp tác với ĐH Troy (Hoa Kỳ)","45","A00; A01; D01","21"
"2024","BKA","Đại học Bách Khoa Hà Nội","TROY-IT","Khoa học máy tính - hợp tác với ĐH Troy (Hoa Kỳ)","72","A00; A01; D01","21"
"2024","BKA","Đại học Bách Khoa Hà Nội","TX1","Công nghệ Dệt May","192","A00; A01; D07","22.5"
